Product,Product URL,Category,Vendor,Vendor URL,Price in AUD,Shipping From,Shipping To,Date Time Recorded
FakeMoney 20 x 50 USD,welcome?action=show&listing=84209,Currency,xxxxtentacion,userinfo?user=xxxxtentacion,162.23,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
6G HQ Original Fluffy Cream - BEST QUALITY HEROINE,welcome?action=show&listing=125982,Opioids - Heroin,candyshopxl,userinfo?user=candyshopxl,146.0,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Cannabis Moon Rock 8oz,welcome?action=show&listing=125808,Cannabis - Buds and Flowers,royalleaf,userinfo?user=royalleaf,1829.3,United States,United States,Thu Sep 17 14:55:45 2020
1G - 50G / Super Silver HAZE / EU Shipping / 21% THC,welcome?action=show&listing=128712,Cannabis - Buds and Flowers,conorgregor,userinfo?user=conorgregor,1.62,Germany,European Union,Thu Sep 17 14:55:45 2020
25g MDMA - NL IMPORT - TOP QUALITY! - TRIPSITTERZ,welcome?action=show&listing=110526,Ecstasy - MDMA,tripsitterz,userinfo?user=tripsitterz,137.89,Germany,European Union,Thu Sep 17 14:55:45 2020
FUROSEMIDE (lasix) Frusenex 100mg 50 tabs,welcome?action=show&listing=107853,Prescription Drugs,thebodyshop,userinfo?user=thebodyshop,26.23,Singapore,Worldwide,Thu Sep 17 14:55:45 2020
GOBLINS TRESSER FULL SOURCE CODE,welcome?action=show&listing=98715,Exploits / Exploit Kits,topvendor,userinfo?user=topvendor,122.87,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Fully Verified PayPal GIBRALTAR+ DOCS- PayPal Transfers,welcome?action=show&listing=71647,Other Services,darkbusiness,userinfo?user=darkbusiness,81.11,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Organic Indoor Skittlz x 1/2oz,welcome?action=show&listing=60830,Cannabis - Buds and Flowers,healingherbs,userinfo?user=healingherbs,172.57,United States,United States,Thu Sep 17 14:55:45 2020
+++Cobra 120 x 50 pills- 10 blisters of Strong generic Viagra 120 mg+++,welcome?action=show&listing=70758,Prescription Drugs,kamagra4bitcoin,userinfo?user=kamagra4bitcoin,111.93,European Union,Worldwide,Thu Sep 17 14:55:45 2020
10 pills - 2cb Mojo jojo Rainbow Mix - 20mg 2-cb,welcome?action=show&listing=67269,Psychedelics - 2C-B,thestealthteam,userinfo?user=thestealthteam,40.55,European Union,Worldwide,Thu Sep 17 14:55:45 2020
TEMPLATE PSD FRENCH ID CARD,welcome?action=show&listing=66583,Fake Documents (Digital),ixef,userinfo?user=ixef,8.11,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
100GR MDMA STRAIGHT FROM THE LAB,welcome?action=show&listing=115086,Ecstasy - MDMA,staroutlet,userinfo?user=staroutlet,973.38,Belgium,New Zealand,Thu Sep 17 14:55:45 2020
Viagra 100mg 50 Pills Blister USA TO USA $49 Domestic Fast Shipping Make Ur GF Happy Again,welcome?action=show&listing=107651,Prescription Drugs,remedyplus,userinfo?user=remedyplus,67.64,United States,United States,Thu Sep 17 14:55:45 2020
"Stanozolol 10mg/tab, 120tabs Bioniche Pharma",welcome?action=show&listing=96585,Steroids,steroids,userinfo?user=steroids,77.87,European Union,Worldwide,Thu Sep 17 14:55:45 2020
81g SAN PEDRO - Mescaline Cactus (Legendary Trip),welcome?action=show&listing=80935,Psychedelics - Other,moominman,userinfo?user=moominman,111.82,Poland,Worldwide,Thu Sep 17 14:55:45 2020
Atkarchives PREMIUM Porn Account LIFETIME Warranty + Extra BONUS,welcome?action=show&listing=88924,Various Logins,kingaccount,userinfo?user=kingaccount,8.28,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
1 Gram Distillate Carts - 90.5% THC - CHOOSE YOUR STRAIN(S),welcome?action=show&listing=60421,Cannabis - Concentrates,akindercare,userinfo?user=akindercare,38.65,United States,United States,Thu Sep 17 14:55:45 2020
HQ UK eBay Account 1000/10.000 + NO 21 Days HOLD - Documents INCLUD,welcome?action=show&listing=71645,Bank Logins,darkbusiness,userinfo?user=darkbusiness,113.56,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
4x Washed Fucking Fire Dope (Crystal Meth) 14g,welcome?action=show&listing=119878,Stimulants - Meth,nbholmz,userinfo?user=nbholmz,621.27,United States,United States,Thu Sep 17 14:55:45 2020
Any Udemy Course Full With All Downloadable Files,welcome?action=show&listing=105330,Social Engeneering,hotshop,userinfo?user=hotshop,8.28,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
250x Plata O Plomo 260mg Mdma dutch pressed (Duplicate) (Duplicate) (Duplicate) (Duplicate) (Duplicate) (Duplicate),welcome?action=show&listing=77046,Ecstasy - MDMA,swissclock1,userinfo?user=swissclock1,889.02,Switzerland,Switzerland,Thu Sep 17 14:55:45 2020
"- Single doc -= Selfie, ID, BILLS, ANY DOCS, PHOTOS, SCANS - US / EU =-",welcome?action=show&listing=77013,Fake Documents (Digital),juliabela,userinfo?user=juliabela,55.22,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
JH Jack Herer AA 10g,welcome?action=show&listing=108221,Cannabis - Buds and Flowers,dutchflowers,userinfo?user=dutchflowers,134.65,Germany,European Union,Thu Sep 17 14:55:45 2020
Tramadol 50mg Ultram x 1000 For $140 BEST PRICE Click Here 5% Free,welcome?action=show&listing=96128,Prescription Drugs,remedyplus,userinfo?user=remedyplus,193.28,Singapore,United States,Thu Sep 17 14:55:45 2020
5x1Gram Rove Cart,welcome?action=show&listing=113020,Cannabis - Concentrates,tegridyfarms,userinfo?user=tegridyfarms,110.44,United States,United States,Thu Sep 17 14:55:45 2020
"x25 Xanax 2MG Alprazolam (White, Yellow, Green)",welcome?action=show&listing=106692,Benzos - Pills,qualitycanada,userinfo?user=qualitycanada,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
60 X2 White Ladders 3MG PFIZER PHARMA,welcome?action=show&listing=126086,Benzos - Pills,mrbigs,userinfo?user=mrbigs,35.58,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
TAPENTADOL 100 MG 180 pills US TO US Domestic $525 Just $2.90 Per pill,welcome?action=show&listing=107707,Opioids - Oxycodone,remedyplus,userinfo?user=remedyplus,757.95,United States,United States,Thu Sep 17 14:55:45 2020
1 oz golden teacher magic mushrooms,welcome?action=show&listing=123872,Psychedelics - Shrooms,greenlama,userinfo?user=greenlama,124.25,United States,United States,Thu Sep 17 14:55:45 2020
"(2g/10EUR) Starter Probierpaket (1x Premium Standard, 1x Haze)",welcome?action=show&listing=114607,Cannabis - Buds and Flowers,stadtgarten,userinfo?user=stadtgarten,16.22,Germany,Germany,Thu Sep 17 14:55:45 2020
1x Flasche Tryasol mite 100ML,welcome?action=show&listing=112152,Opioids - Codeine Syrups/Solutions,123pharma,userinfo?user=123pharma,73.0,Germany,European Union,Thu Sep 17 14:55:45 2020
FakeMoney 100 x 20 EUR New Series Pass UV Pen Test,welcome?action=show&listing=91934,Currency,xxxxtentacion,userinfo?user=xxxxtentacion,892.26,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
25x 1.0g flower pre-roll in plastic pop-top tube.,welcome?action=show&listing=127650,Cannabis - Buds and Flowers,goldenstateco,userinfo?user=goldenstateco,295.44,United States,United States,Thu Sep 17 14:55:45 2020
Chanel black belt chain necklace,welcome?action=show&listing=125976,Jewellery,boyfootstep,userinfo?user=boyfootstep,82.83,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
5 Grams Normal Amphetamine Speed Powder,welcome?action=show&listing=81094,Stimulants - Speed,adhd,userinfo?user=adhd,56.78,Germany,Worldwide,Thu Sep 17 14:55:45 2020
100$ bulkreefsupply.com Gift Card - Save lot of money,welcome?action=show&listing=100840,Other Fraud Related,kingaccount,userinfo?user=kingaccount,34.51,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
5ml of Strain Specific THC Vape Juice - 22% THC,welcome?action=show&listing=81835,Cannabis - Concentrates,akindercare,userinfo?user=akindercare,55.22,United States,United States,Thu Sep 17 14:55:45 2020
bigtitstokyo.com Porn Premium Account Plus Warrant,welcome?action=show&listing=63978,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,8.28,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
250x LSD Hofmann meets ET tabs 200ug + FREEBIE,welcome?action=show&listing=71991,Psychedelics - LSD,straightfromnl,userinfo?user=straightfromnl,689.48,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Fake Bahamas passport,welcome?action=show&listing=67849,Fake Documents (Physical),probitexchange,userinfo?user=probitexchange,8973.93,Worldwide,Worldwide,Thu Sep 17 14:55:45 2020
K2 AA 2g,welcome?action=show&listing=124190,Cannabis - Buds and Flowers,dutchflowers,userinfo?user=dutchflowers,29.2,Germany,European Union,Thu Sep 17 14:55:45 2020
Full Info USA (SSN+DOB+DL+MMN),welcome?action=show&listing=78080,SSN / DOB / Other PII,chernobyl,userinfo?user=chernobyl,16.56,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Alaska Voter Database,welcome?action=show&listing=67584,Dumps,topvendor,userinfo?user=topvendor,81.45,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
HERBAL INCENSE 250g SPICE K2 **TOP QUALITY**,welcome?action=show&listing=64294,Cannabis - Synthetic,researchchemguy,userinfo?user=researchchemguy,730.03,European Union,Worldwide,Thu Sep 17 14:55:45 2020
Austrian Passport Template + Photoshop,welcome?action=show&listing=70930,Fake Documents (Digital),themesong70,userinfo?user=themesong70,22.08,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
28 Gram of Horny Goat Weed Extract (20% Icariin!),welcome?action=show&listing=107134,Other Drugs,honesttrader,userinfo?user=honesttrader,81.85,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
25g Etizolam Powder,welcome?action=show&listing=101249,Benzos - Other,mastermeds,userinfo?user=mastermeds,688.92,China,Worldwide,Thu Sep 17 14:55:45 2020
*** NEW ARRIVAL ** (Batch No.4) - BOLIVIAN COCAINE -- 10 GRAM ***,welcome?action=show&listing=102622,Stimulants - Cocaine,eniacoc,userinfo?user=eniacoc,1005.83,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
500x NETFLIX 200mg - Ecstasy - Shipping germany,welcome?action=show&listing=118957,Ecstasy - Pills,imperiumdrugs,userinfo?user=imperiumdrugs,811.15,Germany,European Union,Thu Sep 17 14:55:45 2020
Dihydrocodeine 30mg tabs x 100,welcome?action=show&listing=110388,Opioids - Dihydrocodeine,ukmedicineman,userinfo?user=ukmedicineman,88.96,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
SPANISH ID BOTH SIDES HIGH QUALITY,welcome?action=show&listing=83065,Other Fraud Related,cardpass,userinfo?user=cardpass,9.73,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Ninja Blaster Cracked,welcome?action=show&listing=55656,Other Software,drunkdragon,userinfo?user=drunkdragon,1.38,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Grant Cardone - Playbook to Milions Webinar Package,welcome?action=show&listing=124510,Social Engeneering,youngmoney,userinfo?user=youngmoney,5.52,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
HALF OUNCE BY BLACK SCALE FUCK WIT US,welcome?action=show&listing=114054,Stimulants - Meth,blackscale,userinfo?user=blackscale,448.69,United States,United States,Thu Sep 17 14:55:45 2020
Viagra - 4 tb/100 mg - Kamagra - expires 12/2021,welcome?action=show&listing=94261,Steroids,steroidwarehouse,userinfo?user=steroidwarehouse,40.55,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
"MDMA Capsules, 150mg each, 86% Pure - (DISCOUNT)",welcome?action=show&listing=84384,Ecstasy - MDMA,yourgirlmolly,userinfo?user=yourgirlmolly,15.18,United States,United States,Thu Sep 17 14:55:45 2020
50x -Xanax 2mg bar Original Pfizer Alprazolam-,welcome?action=show&listing=114769,Benzos - Pills,jamesocean,userinfo?user=jamesocean,177.93,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
Tadarise 20 mg 50 tabs (TADALAFIL - Cialis),welcome?action=show&listing=128904,Prescription Drugs,fastmeds,userinfo?user=fastmeds,15.18,Singapore,Worldwide,Thu Sep 17 14:55:45 2020
SALE 1000 tabs at 100-110ug 1.65/tab +++FEATHER LIGHT LSD 99%+ purity+++ California Produced,welcome?action=show&listing=90542,Psychedelics - LSD,thewhitelight,userinfo?user=thewhitelight,2277.99,United States,United States,Thu Sep 17 14:55:45 2020
3g S-Ketamine Shards /// Clean Keta /// Needles,welcome?action=show&listing=114022,Dissociatives - Ketamine,nargetix,userinfo?user=nargetix,92.47,Germany,European Union,Thu Sep 17 14:55:45 2020
Automatic File Translation Software - no traces,welcome?action=show&listing=61922,Commercial Software,g3cko,userinfo?user=g3cko,15.18,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Starwawg Weed 56g,welcome?action=show&listing=125132,Cannabis - Buds and Flowers,marksandspencer,userinfo?user=marksandspencer,784.7,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
Tgirls.Xxx Transexual PREMIUM Porn Account LIFETIME Warranty + Extra BONUS,welcome?action=show&listing=88723,Various Logins,kingaccount,userinfo?user=kingaccount,11.04,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
5gr. DMC (Dimethocaine) HCL synthetic cocaine,welcome?action=show&listing=97629,Stimulants - Cocaine,cindicator,userinfo?user=cindicator,165.59,China,Worldwide,Thu Sep 17 14:55:45 2020
5 Gramm Weed A+,welcome?action=show&listing=128086,Cannabis - Buds and Flowers,gqds24,userinfo?user=gqds24,64.84,Germany,Germany,Thu Sep 17 14:55:45 2020
"5 jack pills with 30 mg TMA-2, uk shipped no track",welcome?action=show&listing=102783,Psychedelics - Other,boomshankar,userinfo?user=boomshankar,41.39,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
(BULK) Flormidal - 100 pills - 15mg Midazolam,welcome?action=show&listing=119837,Benzos - Pills,doktorsommer,userinfo?user=doktorsommer,291.8,Germany,European Union,Thu Sep 17 14:55:45 2020
1000x 100mg Mescaline pills,welcome?action=show&listing=119665,Psychedelics - Other,pygmalion,userinfo?user=pygmalion,10137.08,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
20 gr - Calmbio Indica Indoor Medium,welcome?action=show&listing=117070,Cannabis - Buds and Flowers,swisslaboratory,userinfo?user=swisslaboratory,234.59,Switzerland,Worldwide,Thu Sep 17 14:55:45 2020
Drostanolone Propionate 100mg/ml 10ml - SPORT PHARMA,welcome?action=show&listing=114436,Steroids,threekings,userinfo?user=threekings,35.66,European Union,Worldwide,Thu Sep 17 14:55:45 2020
2 Grams of Blonde Dry Sift Hash,welcome?action=show&listing=78986,Cannabis - Hash,dankservices,userinfo?user=dankservices,55.19,United States,Worldwide,Thu Sep 17 14:55:45 2020
8oz. (240ml) HIGH QUALITY CONCENTRATED GHB (OLD SCHOOL GAMMA G) FREE SHIPPING!!!!!,welcome?action=show&listing=100717,Dissociatives - GHB,clearwater3,userinfo?user=clearwater3,441.58,United States,United States,Thu Sep 17 14:55:45 2020
Sour Diesel 1G from BadbaUK - Super Sample,welcome?action=show&listing=89658,Cannabis - Buds and Flowers,badbauk,userinfo?user=badbauk,240.04,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
500 mg 4FA * turbo molly* europe shipped no track,welcome?action=show&listing=64602,Ecstasy - Other,boomshankar,userinfo?user=boomshankar,41.39,European Union,Worldwide,Thu Sep 17 14:55:45 2020
Coinbase.com ready verified Account Level 2 / cryptocurrency exchange,welcome?action=show&listing=126526,Drops - Other,molekula,userinfo?user=molekula,426.4,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
mdma 7 gram us-us domestic ( tracked and overnight available),welcome?action=show&listing=116176,Ecstasy - MDMA,megalodon,userinfo?user=megalodon,496.78,United States,United States,Thu Sep 17 14:55:45 2020
15 x Adderall XR 20MG,welcome?action=show&listing=119753,Prescription Drugs - Stimulants,gregpaul69,userinfo?user=gregpaul69,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
10gr 4MMC / Mephedrone SPECIAL OFFER! + FREEBIE,welcome?action=show&listing=73503,Stimulants - Mephedrone,straightfromnl,userinfo?user=straightfromnl,178.32,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
brooksbrothers.com,welcome?action=show&listing=98416,Other Services,drhack3r,userinfo?user=drhack3r,12.41,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
DOXYCYCLINE (ANTIBIOTIC) DOXYCYCLINE 100 MG 50 TABS,welcome?action=show&listing=121522,Prescription Drugs,expresspharma,userinfo?user=expresspharma,44.45,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
500 EURO Bill PSD Template,welcome?action=show&listing=54179,Currency,goldapple,userinfo?user=goldapple,2.75,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"50x Dexamphetamine 2,5mg AMFEXA 5MG ALSO AVAILABLE!",welcome?action=show&listing=111496,Prescription Drugs - Stimulants,bizzey,userinfo?user=bizzey,81.05,European Union,Worldwide,Thu Sep 17 14:55:45 2020
"UK-UK 10 X 250ug HOFMANN BIYCLE (White Fluff Needlepoint, 99.7%+ pure) UK-UK",welcome?action=show&listing=125406,Psychedelics - LSD,hofmanncrew,userinfo?user=hofmanncrew,40.52,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
Billing address lookup for Wellsfargo.com,welcome?action=show&listing=78090,Other Fraud Related,chernobyl,userinfo?user=chernobyl,20.69,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Princi Italia (eGift Non Carded+PDF) *HQ*,welcome?action=show&listing=120812,Other Services,xiaobaobei26,userinfo?user=xiaobaobei26,2.75,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
100$ bulkreefsupply.com Gift Card - Save lot of money,welcome?action=show&listing=100840,Other Fraud Related,kingaccount,userinfo?user=kingaccount,34.49,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
100 grams High Quality Uncut Pure Afghan Heroin #3 (100%) / NL to NL !,welcome?action=show&listing=72527,Opioids - Heroin,postnl,userinfo?user=postnl,3564.92,Netherlands,Netherlands,Thu Sep 17 14:55:45 2020
Blue Cookies Indica Weed - 28 GRAMS - Indoor (Exotic / Rare),welcome?action=show&listing=79513,Cannabis - Buds and Flowers,calgreen,userinfo?user=calgreen,329.81,United States,United States,Thu Sep 17 14:55:45 2020
BLUEBERRY COOKIES 7G,welcome?action=show&listing=129708,Cannabis - Buds and Flowers,kushgod,userinfo?user=kushgod,103.49,United States,United States,Thu Sep 17 14:55:45 2020
Magic Mushroom microdose capsules 220mg x 15 trial pack (larger dose),welcome?action=show&listing=117262,Psychedelics - Shrooms,mouquetfarm,userinfo?user=mouquetfarm,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
Vixen PREMIUM Porn Account LIFETIME Warranty + Extra BONUS,welcome?action=show&listing=88341,Various Logins,kingaccount,userinfo?user=kingaccount,8.27,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Nada - A Taco and Cocktail Joint (eGift Non Carded+PDF) *HQ*,welcome?action=show&listing=119120,Other Services,xiaobaobei26,userinfo?user=xiaobaobei26,2.75,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Diversityworking.com Database (Plaintext),welcome?action=show&listing=57850,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
